address,available_from,balcony,closest_shop,contruction_year,dishwasher,dryer,elevator,floors,highway,kindergarten,parking_ext,parking_int,price,prim_school,public_transp,rooms,secon_school,sq_meters,tv,type,wash_m
Préverenges 1028 Préverenges,Immédiate,True,527,1985,,,,Non disponible,2089,169,,,3'695'000,326,415,8.5,326,450,,Maison,
1091 Grandvaux,À convenir,True,74,1700,,,,Non disponible,,,True,,sur demande,688,,9,,400,,Maison,
1007 Lausanne,À convenir,,,Non disponible,,,,EG,,,,,sur demande,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,270'000,,,Non disponible,,Non disponible,,Local commercial,
1010 Lausanne,À convenir,,,Non disponible,,,,EG,,,,,115'000,,,Non disponible,,Non disponible,,Local commercial,
1095 Lutry,Immédiate,,,2009,,,,Non disponible,,,,True,sur demande,,,5.5,,165,,Appartement,
1009 Pully,À convenir,True,,1984,,,,Non disponible,,,True,True,6'200'000,,,8.5,,Non disponible,,Maison,
Route de Burenoz 47 1092 Belmont,À convenir,,,2009,,,,EG,,,,,690'000,,,2.5,,73,,Duplex,
1094 Paudex,À convenir,True,,Non disponible,,,,Non disponible,,,True,True,sur demande,,,11,,450,True,Villa,
Rte de Cugy 6 1054 Morrens VD,À convenir,True,202,1980,,,,EG,,,True,,680'000,224,,3.5,,120,,Appartement,
Au coeur de Lavaux 1096 Cully,À convenir,True,,2001,,,,EG,,,,,1'690'000,,,4.5,,141,,Appartement,
1096 Cully,À convenir,True,500,2001,,,True,EG,3000,,,True,1'690'000,200,,4.5,,150,True,Appartement,
1009 Pully,À convenir,True,,1979,,,True,EG,,,True,,973'000,,,5,,107,True,Appartement,
1033 Cheseaux,À convenir,True,,2014,,,,1. étage,,,,True,1'450'000,,,5.5,,174,,Appartement,
1009 Pully,À convenir,True,,1979,,,True,Non disponible,,,True,,973'000,,,5,,Non disponible,True,Appartement,
1000 Lausanne,À convenir,,,1985,,,,Non disponible,,,,True,3'330'000,,,8.5,,230,,Villa,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,550'000,,,Non disponible,,Non disponible,,Local commercial,
1093 Lutry,À convenir,,,1989,,,True,Non disponible,,,,,2'300'000,,,5.5,,275,True,Attique,
1030 Bussigny,À convenir,,,1991,,,,2. étage,,,,,690'000,,,3.5,,75,,Appartement,
1092 Belmont-sur-Lausanne,À convenir,,,2009,,,,Non disponible,,,,,690'000,,,2.5,,Non disponible,,Duplex,
1008 Jouxtens-Mézery,À convenir,,,Non disponible,,,,Non disponible,,,,,2'097'000,,,5.5,,Non disponible,,Maison,
1005 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,1'230'000,,,Non disponible,,Non disponible,,Local commercial,
1032 Romanel-sur-Lausanne,31.12.2023,True,,2023,,,True,2. étage,,,,,445'000,,,1,,42,True,Appartement,
1032 Romanel-sur-Lausanne,31.12.2023,,,2023,,,True,EG,,,,,360'000,,,1,,31,True,Appartement,
1032 Romanel-sur-Lausanne,31.12.2023,True,,2023,,,True,2. étage,,,,,775'000,,,3.5,,89,True,Appartement,
1032 Romanel-sur-Lausanne,31.12.2023,True,,2023,,,True,2. étage,,,,,370'000,,,1,,38,True,Appartement,
1032 Romanel-sur-Lausanne,31.12.2023,True,,2023,,,True,2. étage,,,,,930'000,,,3.5,,108,True,Appartement,
1032 Romanel-sur-Lausanne,31.12.2023,True,,2023,,,True,2. étage,,,,,365'000,,,1,,33,True,Appartement,
1032 Romanel-sur-Lausanne,31.12.2023,True,,2023,,,True,2. étage,,,,,860'000,,,3.5,,99,True,Appartement,
1018 Lausanne,À convenir,True,,1920,,,,Non disponible,,,True,,2'450'000,,,4.5,,237,,Appartement,
1094 Paudex,À convenir,True,82,1984,,,,Non disponible,,,,True,6'200'000,,,8.5,,330,,Villa,
1094 Paudex,À convenir,,,1984,,,,Non disponible,,,True,True,6'200'000,,,8.5,,Non disponible,,Villa,
1094 Paudex,À convenir,,,1984,,,,Non disponible,,,True,True,6'200'000,,190,8.5,,403,,Maison,
1094 Paudex,À convenir,True,,2011,,,True,Non disponible,,,,,4'070'000,,,6.5,,218,,Appartement,
1004 Lausanne,01.07.2022,,,2013,,,,1. étage,,,,True,1'310'000,,,4.5,,124,,Appartement,
1005 Lausanne,Immédiate,,,1985,,,,Non disponible,,,True,,1'230'000,,,Non disponible,,Non disponible,,Local commercial,
1095 Lutry,À convenir,True,,2012,,,,Non disponible,,,True,,sur demande,,,7,,400,,Appartement,
1095 Lutry,À convenir,,,2012,,,,Non disponible,,,True,,sur demande,,,3.5,,200,,Appartement,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,350'000,,,2.5,,48,,Appartement,
1008 Jouxtens-Mézery,À convenir,,,Non disponible,,,,Non disponible,,,True,True,2'995'000,,,8,,204,,Maison mitoyenne,
Budron B 1052 Le Mont-sur-Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,300'000,,,1,,Non disponible,,Local commercial,
1007 Lausanne,À convenir,True,420,1960,,,,Non disponible,,,True,,1'840'000,433,,6.5,,Non disponible,,Maison,
Belmont-sur-Lausanne 1092 Belmont-sur-Lausanne,À convenir,True,488,2005,,,,Non disponible,754,361,True,True,3'950'000,361,105,10,1404,487,,Maison,
1009 Pully,Immédiate,,,1988,,,True,EG,,,True,True,795'000,,,3,,Non disponible,,Local commercial,
1022 Chavannes-près-Renens,À convenir,True,,Non disponible,,,,Non disponible,,,True,,380'000,,,1,,30,,Appartement,
1090 La Croix (Lutry),À convenir,True,,1857,,,,Non disponible,,,True,,2'068'850,,,10,,315,,Maison,
1095 Lutry,À convenir,True,860,1984,,,,Non disponible,,,True,,1'290'000,815,,5.5,,133,,Maison mitoyenne,
1003 Lausanne,À convenir,,,1968,True,,,Non disponible,,,True,,sur demande,,,10,,Non disponible,True,Maison,
1094 Paudex,À convenir,,,2011,,,True,Non disponible,,,,True,4'070'000,,,6.5,,237,,Appartement,
1000 Lausanne,À convenir,True,,2009,,,,Non disponible,,,,True,990'000,,,4.5,,107,,Appartement,
1000 Lausanne,Immédiate,,,Non disponible,,,,EG,,,,,3'350'000,,,Non disponible,,Non disponible,,Local commercial,
1092 Belmont-sur-Lausanne,À convenir,True,,1987,,,,Non disponible,,,,,1'550'000,,,4.5,,145,,Appartement,
Rue du vieux collège 6 1098 Epesses,À convenir,True,,1780,,,,Non disponible,,,,,2'250'000,,,10.5,,222,True,Maison,
1096 Villette,À convenir,,,1996,,,,Non disponible,,,True,True,sur demande,,,8.5,,300,,Villa,
A Paudex 1094 Paudex,À convenir,,,Non disponible,,,,Non disponible,,,,True,sur demande,,,10.5,,525,,Villa,
1093 Lutry,À convenir,,,1979,,,,Non disponible,,,,,2'990'000,,,7,,229,,Maison,
1090 La Croix,01.07.2022,,,1999,,,,Non disponible,,,True,True,2'590'000,,,7,,190,,Maison,
1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,True,,sur demande,,,10,,400,,Maison,
1008 Jouxtens,À convenir,True,,Non disponible,,,,Non disponible,,,,,sur demande,,,11,,Non disponible,,Maison,
A Lausanne 1006 Lausanne,À convenir,,,1903,,,True,Non disponible,,,,,sur demande,,,14,,750,True,Maison,
1000 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Maison,
1000 Lausanne,À convenir,True,,Non disponible,,,True,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Autre,
1053 Cugy,À convenir,,,Non disponible,,,,Non disponible,,,,,2'400'000,,,Non disponible,,430,,Maison,
1032 Romanel,À convenir,,,1985,,,,Non disponible,,,,,1'200'000,,,7.5,,230,,Maison,
Quartier familial 1095 Lutry,À convenir,True,,1968,,,True,1. étage,,,True,,1'300'000,,,4.5,,121,,Appartement,
1066 Epalinges,À convenir,True,,1975,,,True,1. étage,,,,True,4'480'000,,,11,,540,,Attique,
Route de la Clochatte 1052 Le Mont,30.08.2024,True,,2021,,,True,2. étage,,,True,,640'000,,,2.5,,61,,Appartement,
1030 Bussigny,01.12.2023,True,,2023,,,True,2. étage,,,,,803'000,,,3.5,,76,,Appartement,
Chem. du Bochet 50 1025 St-Sulpice VD,01.07.2022,True,1400,2016,,,True,Non disponible,,,True,True,1'880'000,,160,4.5,,122,,Attique,
1018 Lausanne,À convenir,True,,1912,,,,2. étage,,,,,750'000,,,3,,61,,Appartement,
Chemin du Devin 47 D 1012 Lausanne,À convenir,True,,1967,,,True,EG,,,,,590'000,,,3.5,,68,,Appartement,
Chemin Isabelle de Montolieu 25 1010 Lausanne,À convenir,True,,2022,,,True,EG,,,True,True,1'300'000,,,3.5,,100,True,Appartement,
Chemin Isabelle de Montolieu 25 1010 Lausanne,À convenir,True,,2022,,,True,EG,,,True,True,1'400'000,,,3.5,,102,True,Appartement,
1009 Pully,À convenir,,,2006,,,,EG,,,,,1'530'000,,,4.5,,121,,Appartement,
1009 Pully,À convenir,True,,Non disponible,,,True,Non disponible,,,,True,5'000'000,,,Non disponible,,300,,Appartement,
1009 Pully,À convenir,True,,2015,,,,Non disponible,,,,,5'000'000,,,6,,310,,Attique,
1009 Pully,À convenir,,,Non disponible,,,True,Non disponible,,,,,5'100'000,,,7.5,,300,,Appartement,
1009 Pully,À convenir,True,,2015,,,,Non disponible,,,,,sur demande,,,6,,303,,Appartement,
1007 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,1'150'000,,,4.5,,116,,Appartement,
1007 Lausanne,À convenir,True,100,1966,,,True,2. étage,1800,,,True,sur demande,300,,8,300,260,,Appartement,
1093 La Conversion,À convenir,,,2018,,,True,Non disponible,,,True,,1'790'000,,,4,,140,,Attique,
1005 Lausanne,À convenir,,,1911,,,True,Non disponible,,,True,True,sur demande,,,9.5,,460,,Maison,
1000 Lausanne VD,À convenir,,,2012,,,,EG,,,True,,1'680'000,,,5.5,,147,,Appartement,
1093 La Conversion,À convenir,,,2000,,,,Non disponible,,,True,True,1'595'000,,,4.5,,163,,Appartement,
1094 Paudex,À convenir,,1100,2002,,,,Non disponible,,,,,8'900'000,1500,,10.5,,400,,Maison,
1008 Jouxtens-Mézery,Immédiate,True,,1970,,,True,Non disponible,,,,,12'000'000,,,Non disponible,,880,,Maison,
1003 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,3'300'000,,,Non disponible,,Non disponible,,Local commercial,
Grandvaux 1091 Grandvaux,Immédiate,True,161,2015,,,,1. étage,2041,701,,True,2'100'000,701,117,6.5,1935,233,,Appartement,
1006 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,100'000,,,Non disponible,,Non disponible,,Local commercial,
1012 Lausanne,À convenir,True,,1993,,,,Non disponible,,,,,6'900'000,,,8,,350,,Maison,
1032 Romanel-sur-Lausanne,À convenir,True,,2022,,,True,Non disponible,,,,True,1'050'000,,,4,,112,,Appartement,
1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,,,890'000,,,Non disponible,,Non disponible,,Local commercial,
1033 Cheseaux-sur-Lausanne,Immédiate,True,,2014,,,True,1. étage,,,,True,1'450'000,,,5.5,,148,,Appartement,
1005 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,1'230'000,,,Non disponible,,150,,Local commercial,
1095 Lutry,À convenir,,,1984,,,,Non disponible,,,True,,1'290'000,,,5.5,,150,,Maison jumelée,
1004 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,400'000,,,Non disponible,,Non disponible,,Local commercial,
1052 Le Mont-sur-Lausanne,À convenir,,,2013,,,True,Non disponible,,,True,,1'500'000,,,4.5,,132,,Appartement,
1009 Pully,31.12.2023,True,,Non disponible,,,True,Non disponible,,,,True,2'220'000,,,4.5,,153,,Attique,
1052 Le Mont-sur-Lausanne,À convenir,,250,2013,,,True,Non disponible,,,True,,1'500'000,250,,4.5,250,114,,Appartement,
1032 Romanel-sur-Lausanne,31.12.2023,,,2023,,,True,EG,,,,,340'000,,,1,,31,True,Appartement,
1066 Epalinges,À convenir,,,1880,,,,2. étage,,,True,,1'700'000,,,6,,185,,Maison,
Samson Reymondin 19 1009 Pully,À convenir,,50,Non disponible,,,,EG,,,,,890'000,,,2,,Non disponible,,Local commercial,
1009 Pully,Immédiate,,1500,2011,,,,2. étage,,,,,4'990'000,1600,,7.5,,287,True,Appartement,
1095 Lutry,À convenir,True,,1968,,,,1. étage,,,True,,1'300'000,,,4.5,,121,,Appartement,
1010 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,165'000,,,Non disponible,,Non disponible,,Local commercial,
1003 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,150'000,,,Non disponible,,Non disponible,,Local commercial,
1052 Le Mont-sur-Lausanne,15.09.2023,,,2022,,,True,Non disponible,,,True,True,2'100'000,,,6.5,,234,,Maison jumelée,
1024 Ecublens VD,À convenir,,,1828,,,,Non disponible,,,,True,3'900'000,,,9.5,,470,,Maison,
1024 Ecublens VD,À convenir,,118,1828,,,,Non disponible,,,,True,3'350'000,352,,9.5,,470,,Maison,
Pully 1009 Pully,29.09.2023,,270,Non disponible,,,True,EG,,,,,610'000,,,1.5,,36,,Appartement,
1018 Lausanne,À convenir,True,,1912,,,,Non disponible,,,True,,750'000,,,3.5,,62,,Appartement,
Quartier familial 1095 Lutry,À convenir,True,420,1968,,,True,1. étage,,420,True,,1'300'000,1210,710,Non disponible,1210,121,,Appartement,
1031 Mex,À convenir,,,1863,,,,EG,,,True,,990'000,,,4.5,,113,,Appartement,
1052 Le Mont-sur-Lausanne,30.08.2024,True,,2021,,,,4. étage,,,,True,1'200'000,,,4.5,,110,,Appartement,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,70'000,,,Non disponible,,Non disponible,,Local commercial,
1052 Le Mont-sur-Lausanne,15.09.2023,,,2022,,,,Non disponible,,,True,True,1'790'000,,,5.5,,178,,Appartement,
1066 Epalinges,À convenir,,,2022,,,True,2. étage,,,,True,990'000,,,4.5,,90,,Appartement,
1066 Epalinges,À convenir,,,2022,,,,2. étage,,,,,790'000,,,3.5,,67,,Appartement,
1066 Epalinges,À convenir,,,2022,,,,1. étage,,,,,990'000,,,4.5,,90,,Appartement,
1066 Epalinges,À convenir,True,,2022,,,True,1. étage,,,,True,790'000,,,3.5,,67,,Appartement,
1066 Epalinges,À convenir,,,2022,,,True,EG,,,,True,990'000,,,4.5,,83,,Appartement,
1066 Epalinges,À convenir,,,2022,,,,EG,,,,,790'000,,,3.5,,67,,Appartement,
1095 Lutry,À convenir,,650,1970,,,,EG,,,,,sur demande,2800,,6.5,,232,,Appartement,
1052 Le Mont-sur-Lausanne,01.07.2022,,,Non disponible,,,,Non disponible,,,,,970'000,,,Non disponible,,Non disponible,,Terrain à bâtir,
1066 Epalinges,30.09.2023,True,,2022,,,True,2. étage,,,,,990'000,,,4.5,,Non disponible,,Appartement,
1066 Epalinges,30.09.2023,True,,2022,,,True,EG,,,,,990'000,,,4.5,,Non disponible,,Appartement,
1066 Epalinges,30.09.2023,True,,2022,,,True,2. étage,,,,,790'000,,,3.5,,Non disponible,,Appartement,
1095 Lutry,À convenir,True,,1970,,,,Non disponible,,,,,2'990'000,,,6.5,,265,,Duplex,
1066 Epalinges,À convenir,True,326,2022,,,True,1. étage,2049,,,,790'000,,238,3.5,,67,,Appartement,
1066 Epalinges,À convenir,True,,2022,,,True,Non disponible,,,,True,590'000,,,1,,Non disponible,,Local commercial,
1066 Epalinges,À convenir,True,,2022,,,True,Non disponible,,,,True,490'000,,,1,,Non disponible,,Local commercial,
Chemin des Champs-Meunier 21 1052 Le Mont-sur-Lausanne,À convenir,True,1740,2013,,,True,1. étage,600,1240,True,,1'240'000,2780,1730,4.5,2780,127,True,Appartement,
1052 Le Mont-sur-Lausanne,À convenir,,700,1733,,,,Non disponible,,,True,,4'900'000,1400,,12,,668,,Maison,
1095 Lutry,À convenir,,,1970,,,True,Non disponible,,,,,sur demande,,,6.5,,Non disponible,,Appartement,
1012 Lausanne,À convenir,True,,1934,,,True,1. étage,,,True,,840'000,,,3.5,,67,,Appartement,
1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,,True,2'490'000,,,5,,154,,Attique,
1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,,True,2'490'000,,,5,,164,,Attique,
1000 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,220'000,,,Non disponible,,Non disponible,,Local commercial,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,5'200'000,,,Non disponible,,Non disponible,,Local commercial,
Rue du Centre 120 1025 St-Sulpice VD,Immédiate,,,2012,,,True,Untergeschoss,,,,,20'000,,,Non disponible,,Non disponible,,Local commercial,
1008 Jouxtens-Mézery,À convenir,,,1979,,,,Non disponible,,,,True,2'600'000,,,6,,200,,Maison,
1093 La Conversion,À convenir,,,2008,,,,Non disponible,,,,True,sur demande,,,4.5,,109,,Appartement,
1007 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,765'000,,,2.5,,60,,Appartement,
1012 Lausanne,01.06.2022,,,1966,,,,4. étage,,,,,870'000,,,3.5,,72,,Appartement,
1003 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,600'000,,,Non disponible,,Non disponible,,Local commercial,
1033 Cheseaux-sur-Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,True,True,2'195'000,,,6.5,,240,,Villa,
1033 Cheseaux-sur-Lausanne,À convenir,,,2022,,,,Non disponible,,,,,2'245'000,,,6.5,,240,,Villa,
1000 Lausanne 25,À convenir,True,,1975,,,,Non disponible,,,,True,4'420'000,826,,11.5,,463,,Duplex,
Crissier 1023 Crissier,23.10.2023,True,30,2022,,,,1. étage,,,True,,820'000,,100,3.5,,69,,Appartement,
1091 Grandvaux,À convenir,True,,Non disponible,,,,EG,,,,,1'495'000,,,4.5,,118,,Appartement,
Lausanne 1007 Lausanne,À convenir,True,240,1962,,,True,1. étage,1749,312,,,2'950'000,312,210,5.5,171,221,,Appartement,
1052 Le Mont-sur-Lausanne,15.09.2023,,,2022,,,,EG,,,True,True,1'750'000,,,5.5,,159,,Appartement,
1012 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,180'000,,,Non disponible,,Non disponible,,Local commercial,
1024 Ecublens VD,À convenir,,,Non disponible,,,,Non disponible,,,True,True,3'650'000,,,8,,Non disponible,,Villa,
Villardiez 11 1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,,,280'000,,,1,,Non disponible,,Local commercial,
1066 Epalinges,À convenir,True,326,2022,,,True,EG,2049,,,,990'000,,238,4.5,,83,,Appartement,
1066 Epalinges,À convenir,True,326,2022,,,True,2. étage,2049,,,,990'000,,238,4.5,,90,,Appartement,
1066 Epalinges,À convenir,True,326,2022,,,True,2. étage,2049,,,,790'000,,238,3.5,,67,,Appartement,
1066 Epalinges,À convenir,True,,2022,,,True,1. étage,,,,True,990'000,,,4.5,,90,,Appartement,
1066 Epalinges,À convenir,True,326,2022,,,True,EG,2049,,,,790'000,,238,3.5,,67,,Appartement,
1066 Epalinges,31.08.2023,,,2022,,,,3. étage,,,True,True,590'000,,,1,,Non disponible,,Local commercial,
1066 Epalinges,31.08.2023,,,2022,,,,3. étage,,,True,True,490'000,,,1,,Non disponible,,Local commercial,
Route de berne 223 1066 Epalinges,À convenir,,,Non disponible,,,,Non disponible,,,,,790'000,,,4.5,,97,,Appartement,
1091 Grandvaux,01.12.2023,True,,2022,,,,Non disponible,7000,,,True,4'900'000,,300,Non disponible,,283,,Maison,
1000 Lausanne,Immédiate,,,Non disponible,,,,EG,,,,,220'000,,,Non disponible,,Non disponible,,Local commercial,
Route de Genève 5 1033 Cheseaux-sur-Lausanne,À convenir,True,,2020,,,True,EG,,,True,,470'000,,,1.5,,38,,Appartement,
1094 Paudex,À convenir,True,163,2011,,,True,Non disponible,,,,,4'070'000,126,,6.5,,218,,Duplex,
1052 Le Mont-sur-Lausanne,À convenir,,,1996,,,,Non disponible,,,,True,sur demande,,,5.5,,172,,Maison jumelée,
1094 Paudex,À convenir,,,2011,,,True,Non disponible,,,,True,sur demande,,,6.5,,237,,Attique,
1066 Epalinges,À convenir,True,,Non disponible,,,True,3. étage,,,,,990'000,,,4.5,,97,,Appartement,
Route de Berne 223 1066 Epalinges,À convenir,,,Non disponible,,,True,EG,,,,,990'000,,,4.5,,97,True,Appartement,
Route de Berne 223 1066 Epalinges,À convenir,True,,Non disponible,,,True,Non disponible,,,,,490'000,,,Non disponible,,Non disponible,True,Local commercial,
Route de Berne 223 1066 Epalinges,À convenir,True,,Non disponible,,,True,3. étage,,,,,790'000,,,3.5,,74,True,Appartement,
Route de Berne 223 1066 Epalinges,À convenir,,,Non disponible,,,True,3. étage,,,,,790'000,,,3.5,,80,,Appartement,
Route de Berne 223 1066 Epalinges,À convenir,True,,Non disponible,,,True,3. étage,,,,,990'000,,,4.5,,97,True,Appartement,
1029 Villars-Ste-Croix,À convenir,,,Non disponible,,,,Non disponible,,,,,39'000,,,Non disponible,,Non disponible,,Maison,
1008 Jouxtens-Mézery,À convenir,True,,2012,,,,Non disponible,,,,True,3'950'000,,,6.5,,230,,Maison,
1018 Lausanne,Immédiate,True,,1810,,,,Non disponible,,,True,,2'370'000,,,4.5,,237,,Appartement,
1018 Lausanne,Immédiate,True,,1900,,,,1. étage,,,True,,2'610'000,,,6,,288,,Appartement,
1018 Lausanne,À convenir,True,,1920,,,,Non disponible,,,True,,2'690'000,,,7,,288,,Appartement,
1036 Sullens,Immédiate,,,2021,,,,Untergeschoss,,,,,40'000,,,Non disponible,,Non disponible,,Garage souterrain,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,650'000,,,4,,Non disponible,,Local commercial,
1008 Prilly,À convenir,True,,Non disponible,,,,1. étage,,,,True,850'000,,,3.5,,71,,Duplex,
1008 Prilly,À convenir,True,,Non disponible,,,,1. étage,,,,True,850'000,,,3.5,,86,,Duplex,
1092 Belmont-sur-Lausanne,Immédiate,,,1969,,,,Non disponible,,,,,3'100'000,,,7.5,,274,,Maison,
1008 Jouxtens-Mézery,À convenir,True,235,2012,,,,Non disponible,,,,True,3'950'000,821,,7.5,,222,,Maison,
Echandens 1026 Echandens,Immédiate,True,752,1980,,,,2. étage,2695,496,,True,800'000,569,327,4,1966,88,,Appartement,
1008 Jouxtens-Mézery,À convenir,,2500,1780,,,,Non disponible,,,,,sur demande,2000,,15.5,,680,,Maison,
1000 Lausanne 25,À convenir,True,,Non disponible,,,True,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Immeuble,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,175'000,,,Non disponible,,Non disponible,,Local commercial,
1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,,,1'690'000,,,Non disponible,,Non disponible,,Appartement,
1008 Jouxtens-Mézery,À convenir,True,,2012,,,,Non disponible,,,,,3'950'000,,,7.5,,Non disponible,,Maison,
1004 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,400'000,,,Non disponible,,Non disponible,,Local commercial,
Chemin de Villars 1030 Bussigny,À convenir,True,,Non disponible,,,True,1. étage,,,True,,860'000,,,3.5,,87,,Appartement,
Chemin de Villars 1030 Bussigny,À convenir,True,,Non disponible,,,True,2. étage,,,True,,1'030'000,,,3.5,,109,,Appartement,
1031 Mex VD,À convenir,,2500,2022,,,,Non disponible,2500,,,True,2'060'000,,50,6.5,,190,,Maison mitoyenne,
1302 Vufflens-la-Ville,Immédiate,,,1995,,,,Non disponible,,,True,True,2'490'000,,,8.5,,285,,Maison,
1009 Pully,À convenir,True,,1984,,,,3. étage,,,,,3'690'000,,,6.5,,256,,Appartement,
1000 Lausanne,À convenir,True,,Non disponible,,,,Non disponible,,,,,3'850'000,,,Non disponible,,Non disponible,,Immeuble,
1008 Prilly,À convenir,,,Non disponible,,,,Non disponible,,,,,980'000,,,3.5,,88,,Appartement,
1008 Prilly,À convenir,,,Non disponible,,,,Non disponible,,,,,980'000,,,3.5,,100,,Appartement,
1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,,,720'000,,,2.5,,Non disponible,,Appartement,
1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,,,1'790'000,,,4.5,,Non disponible,,Appartement,
Chemin de Veilloud 13 1024 Ecublens VD,À convenir,True,,2022,,,True,2. étage,,,,,850'000,,,3.5,,65,,Appartement,
Chemin de Veilloud 13 1024 Ecublens VD,À convenir,True,,2022,,,True,1. étage,,,,,865'000,,,3.5,,65,,Appartement,
Avenue du Prieuré 19/21 1009 Pully,À convenir,True,,2022,,,True,1. étage,,,,,695'000,,,2.5,,46,,Appartement,
Avenue du Prieuré 19/21 1009 Pully,À convenir,True,,2022,,,True,2. étage,,,,,730'000,,,2.5,,58,,Appartement,
1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,,,1'190'000,,,3.5,,Non disponible,,Appartement,
1003 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,180'000,,,Non disponible,,Non disponible,,Local commercial,
1024 Ecublens VD,À convenir,,,2022,,,,1. étage,,,,True,940'000,,,3.5,,78,,Appartement,
1024 Ecublens VD,À convenir,,,2022,,,,EG,,,,True,960'000,,,3.5,,78,,Appartement,
1024 Ecublens VD,À convenir,,,2022,,,,EG,,,,True,990'000,,,3.5,,78,,Appartement,
1024 Ecublens VD,À convenir,True,,2022,,,,Non disponible,,,,True,1'320'000,,,4.5,,125,,Appartement,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,4'000,,,Non disponible,,Non disponible,,Local commercial,
1004 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,235'000,,,Non disponible,,Non disponible,,Local commercial,
Ecublens VD 1024 Ecublens VD,01.04.2023,True,123,2022,,,,2. étage,1725,520,,True,1'320'000,502,104,4.5,502,139,,Attique,
Ecublens VD 1024 Ecublens VD,01.04.2023,True,123,2022,,,,1. étage,1725,520,,True,940'000,502,104,3.5,502,92,,Appartement,
1024 Ecublens VD,À convenir,,,2022,,,,Non disponible,,,,True,886'000,,,3.5,,95,,Appartement,
Ecublens VD 1024 Ecublens VD,01.04.2023,,123,2022,,,,2. étage,1725,520,,True,890'000,502,104,3.5,502,96,,Attique,
Ecublens VD 1024 Ecublens VD,01.04.2023,True,123,2022,,,,EG,1725,520,,True,960'000,502,104,3.5,502,106,,Appartement,
Ecublens VD 1024 Ecublens VD,01.04.2023,True,123,2022,,,,EG,1725,520,,True,990'000,502,104,3.5,502,109,,Appartement,
Chemin de Veilloud 13 1024 Ecublens VD,À convenir,True,,2022,,,True,2. étage,,,,,925'000,,,3.5,,65,,Appartement,
1024 Ecublens VD,Immédiate,,,1828,,,,Non disponible,,,,,3'350'000,,,9.5,,470,,Maison,
1000 Lausanne,À convenir,,,1914,,,,Non disponible,,,True,True,3'500'000,,,Non disponible,,Non disponible,,Immeuble,
1000 Lausanne,À convenir,True,,1914,,,,Non disponible,,,True,True,3'500'000,,,9,,275,True,Maison,
1052 Le Mont-sur-Lausanne,À convenir,True,494,1800,,,,Non disponible,,,,,2'200'000,837,,6.5,,202,,Maison,
1000 Lausanne,À convenir,True,,2010,,,,Non disponible,,,,,925'000,,,4.5,,95,,Appartement,
1095 Lutry,À convenir,,,Non disponible,,,,Non disponible,,,True,True,2'590'000,,,6.5,,190,,Maison jumelée,
1010 Lausanne,À convenir,True,,Non disponible,,,,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Ferme,
1052 Le Mont-sur-Lausanne,À convenir,,,1733,,,,Non disponible,,,,,4'900'000,,,14,,670,,Maison,
1091 Grandvaux,À convenir,True,1500,2021,,,,Non disponible,,,True,True,2'690'000,,300,6.5,,Non disponible,,Maison,
