address,available_from,balcony,closest_shop,contruction_year,dishwasher,dryer,elevator,floors,highway,kindergarten,parking_ext,parking_int,price,prim_school,public_transp,rooms,secon_school,sq_meters,tv,type,wash_m
1023 Crissier,À convenir,,,Non disponible,,,,Non disponible,,,True,True,sur demande,,,5.5,,180,,Maison jumelée,
1000 Lausanne 25,À convenir,,,Non disponible,,,,1. étage,,,True,,695'000,,,4.5,,136,,Appartement,
1024 Ecublens VD,À convenir,True,400,1950,,,,Non disponible,3600,500,True,True,2'100'000,500,350,7.5,1000,240,True,Maison,
Chemin des Champs 1095 Lutry,À convenir,,,2010,,,True,1. étage,,,,True,1'690'000,,,4.5,,108,,Appartement,True
1093 La Conversion,À convenir,,,1967,,,,Non disponible,,,,True,1'380'000,,,6,,110,,Appartement,
1026 Denges,À convenir,,,2022,,,,Non disponible,,,,,2'000'000,,,5.5,,155,,Maison mitoyenne,
1030 Bussigny,À convenir,,,Non disponible,,,,Non disponible,,,,,1'440'000,,,Non disponible,,Non disponible,,Local commercial,
Chemin des Champs 1095 Lutry,À convenir,True,1080,2010,,,True,EG,,370,,True,1'690'000,1160,140,4.5,1160,Non disponible,,Appartement,
1052 Le Mont-sur-Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,True,,2'875'000,,,9,,300,,Villa,
1032 Romanel-sur-Lausanne,31.12.2023,True,,2023,,,True,1. étage,,,,,665'000,,,3.5,,67,True,Appartement,
1012 Lausanne,À convenir,,816,1948,,,,Non disponible,2274,477,,,12'500'000,169,,11.5,1529,450,,Maison,
1066 Epalinges,À convenir,,,Non disponible,,,,Non disponible,,,,True,3'200'000,,,8,,448,,Villa,
1008 Jouxtens-Mézery,À convenir,True,,2011,,,,Non disponible,,,,,6'300'000,,,8,,Non disponible,True,Maison,
1009 Pully,À convenir,,,1985,,,True,3. étage,,,True,,2'650'000,,,4.5,,150,,Appartement,
Montpreveyres 1081 Montpreveyres,02.08.2022,True,838,2013,,,,Non disponible,7047,1670,True,True,1'650'000,1073,418,5.5,3250,214,,Maison jumelée,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,265'000,,,Non disponible,,Non disponible,,Local commercial,
1053 Cugy VD,Immédiate,,,1967,,,,Non disponible,,,True,True,1'380'000,,,5.5,,160,,Maison,
1009 Pully,Immédiate,,,Non disponible,,,,Non disponible,,,,,2'650'000,,,4.5,,137,,Appartement,
1091 Grandvaux,01.04.2024,,,2022,,,,EG,7000,,,,1'973'000,,300,3.5,,116,,Appartement,
1066 Epalinges,Immédiate,,,1978,,,,Non disponible,,,True,True,1'590'000,,300,4.5,,140,,Maison jumelée,
1031 Mex VD,30.09.2022,,,1960,,,,Non disponible,,,True,,1'890'000,,,7,,170,,Maison jumelée,
1091 Grandvaux,01.04.2024,,,2022,,,,1. étage,7000,,,,1'728'000,,300,3.5,,112,,Attique,
1091 Grandvaux,01.04.2024,,,2022,,,,1. étage,7000,,,,2'560'000,,300,4.5,,163,,Appartement,
1091 Grandvaux,À convenir,True,,1550,,,,Non disponible,,,,,sur demande,,,11.5,,450,,Maison jumelée,
1092 Belmont-sur-Lausanne,À convenir,,,1986,,,,EG,,,True,,1'110'000,,,5,,Non disponible,,Local commercial,
chemin des cygnes 1007 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,1'840'000,,,6.5,,944,,Maison,
1095 Lutry,À convenir,,,1989,,,,EG,,,,,620'000,,,1.5,,36,,Appartement,
1018 Lausanne,À convenir,True,,1920,,,,Non disponible,,,True,,4'990'000,,,12,,540,,Appartement,
1092 Belmont-sur-Lausanne,À convenir,,,1985,,,,Non disponible,,,,,1'250'000,,,Non disponible,,400,,Local commercial,
1091 Grandvaux,01.04.2024,,,2022,,,,EG,7000,,,,2'038'000,,300,4.5,,131,,Appartement,
1030 Bussigny,À convenir,,,2020,,,,Non disponible,,,True,,990'000,,,3,,79,,Appartement,
1091 Grandvaux,01.04.2024,,,2022,,,,1. étage,7000,,,,1'896'000,,300,4.5,,144,,Appartement,
1066 Epalinges,01.09.2023,True,,2020,,,True,Non disponible,,,,,596'000,,,2.5,,48,True,Appartement,
1009 Pully,À convenir,True,1000,2010,,,True,1. étage,1500,,True,,2'660'000,170,300,5.5,,173,,Appartement,
Route de Penau 6 1052 Le Mont-sur-Lausanne,À convenir,True,,1984,,,,Non disponible,,,True,True,1'580'000,,,5.5,,130,,Maison,
1032 Romanel-sur-Lausanne,À convenir,True,,Non disponible,,,,Non disponible,,,,,1'570'000,,,5.5,,145,,Maison mitoyenne,
1032 Romanel-sur-Lausanne,À convenir,True,,Non disponible,,,,Non disponible,,,,,1'880'000,,,7,,210,,Maison mitoyenne,
1007 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,1'000'000,,,4.5,,116,,Appartement,
Route de Cossonay 100 1008 Prilly,À convenir,True,,Non disponible,,,True,1. étage,,,True,,1'010'000,,,4,,Non disponible,,Appartement,
Route de Cossonay 100 1008 Prilly,À convenir,True,,Non disponible,,,True,4. étage,,,True,,1'330'000,,,4,,Non disponible,,Appartement,
Route de Cossonay 100 1008 Prilly,À convenir,,,Non disponible,,,True,EG,,,True,,890'000,,,Non disponible,,Non disponible,,Local commercial,
1023 Crissier,À convenir,,,Non disponible,,,,Non disponible,,,True,True,1'575'000,,,5.5,,143,,Maison jumelée,
1023 Crissier,À convenir,,,Non disponible,,,,Non disponible,,,True,True,1'595'000,,,5.5,,143,,Maison jumelée,
1023 Crissier,À convenir,,,Non disponible,,,,Non disponible,,,True,True,1'875'000,,,5.5,,163,,Villa,
1023 Crissier,À convenir,,,Non disponible,,,,Non disponible,,,True,True,1'895'000,,,5.5,,163,,Villa,
1023 Crissier,À convenir,,,Non disponible,,,,Non disponible,,,True,True,1'900'000,,,5.5,,163,,Villa,
1009 Pully,À convenir,,,1970,,,,EG,,,,,890'000,,,2.5,,61,,Appartement,
1026 Echandens,À convenir,,,2008,,,,EG,,,True,,1'800'000,,,6,,Non disponible,,Local commercial,
1036 Sullens,À convenir,True,,2019,,,,1. étage,,,True,,940'000,,,4.5,,98,,Appartement,
1052 Le Mont-sur-Lausanne,01.08.2022,True,,2011,,,,1. étage,,,,True,1'260'000,,,4.5,,129,,Appartement,
1006 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,129'000,,,Non disponible,,Non disponible,,Local commercial,
1066 Port Victoria,À convenir,,,Non disponible,,,,Non disponible,,,True,,EUR 850'000,,,5.5,,197,,Villa,
1095 Lutry,À convenir,True,,Non disponible,,,,Non disponible,,,True,True,sur demande,,,4.5,,Non disponible,True,Appartement,
1092 Belmont-sur-Lausanne,À convenir,True,,2006,,,,Non disponible,,,True,,1'630'000,,,6.5,,163,,Villa,
1036 Sullens,À convenir,True,,2019,,,True,1. étage,,,True,,940'000,,,4.5,,98,,Appartement,
Rte des Monts-de-Lavaux 500 1090 La Croix (Lutry),Immédiate,,30,1992,,,True,EG,,,True,,1'620'000,515,,4.5,,141,,Appartement,
1036 Sullens,À convenir,True,,Non disponible,,,True,2. étage,,,,,850'000,,,4.5,,121,,Appartement,
1004 Lausanne,À convenir,,,Non disponible,,,,EG,,,True,,sur demande,,,Non disponible,,Non disponible,,Local commercial,
1093 La Conversion,À convenir,,,1970,,,,3. étage,,,True,True,sur demande,,,5.5,,110,,Appartement,
1025 St-Sulpice VD,À convenir,True,,2016,,,True,2. étage,,,True,True,1'880'000,,,4.5,,Non disponible,,Appartement,
1012 Lausanne,01.07.2022,True,500,2019,,,,Non disponible,2000,500,True,True,950'000,500,800,4.5,500,110,True,Maison mitoyenne,
1090 La Croix (Lutry),À convenir,,,Non disponible,,,,EG,,,,True,1'390'000,,,3.5,,116,,Appartement,
1030 Bussigny,À convenir,True,,1989,,,True,Non disponible,,,,True,715'000,,,3.5,,73,,Appartement,
1020 Renens VD,À convenir,,,Non disponible,,,True,2. étage,,,,,545'000,,,3,,60,,Appartement,
1030 Bussigny-près-Lausanne,À convenir,True,,1989,,,True,Non disponible,,,,True,715'000,,,3.5,,69,,Appartement,
1003 Lausanne,À convenir,,,Non disponible,,,,EG,,,,,sur demande,,,5,,Non disponible,,Local commercial,
1025 St-Sulpice VD,À convenir,True,,2016,,,True,2. étage,,,True,True,1'880'000,,,4.5,,129,,Appartement,
1091 Grandvaux,À convenir,,,1715,,,,Non disponible,,,True,True,7'900'000,,,Non disponible,,1'000,,Maison,
1025 St-Sulpice VD,À convenir,True,,Non disponible,,,True,Non disponible,,,,True,1'850'000,,600,4.5,,120,True,Appartement,
1053 Cugy VD,Immédiate,True,200,1989,,,,EG,5000,,True,True,2'730'000,,50,Non disponible,,Non disponible,,Local commercial,
1031 Mex VD,01.10.2022,,,1960,,,,EG,,,True,,950'000,,,3.5,,85,,Appartement,
1090 La Croix (Lutry),À convenir,,,1992,,,True,EG,,,,True,1'620'000,,,4.5,,194,,Appartement,
1090 La Croix (Lutry),À convenir,,,1992,,,True,EG,,,,True,1'620'000,,,4.5,,141,,Appartement,
La Conversion 1093 La Conversion,À convenir,True,782,2024,,,True,EG,441,1160,True,True,2'450'000,560,175,4.5,742,192,,Appartement,
Chemin du Belvédère 1030 Bussigny,01.12.2023,True,,Non disponible,,,True,2. étage,,,True,,803'000,,,3.5,,87,True,Appartement,
1052 Le Mont-sur-Lausanne,À convenir,True,,Non disponible,,,,Non disponible,,,True,,1'495'000,,,5.5,,160,,Appartement,
1000 Lausanne 25,À convenir,True,,2007,,,,Non disponible,3124,,,,1'250'000,845,,4.5,,147,,Maison mitoyenne,
1095 Lutry,À convenir,,,1992,,,True,Non disponible,,,True,,1'620'000,,,4.5,,141,,Appartement,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,5.5,,175,,Appartement,
Rue des Crêts 7 1037 Etagnières,15.10.2022,,,2022,,,,Non disponible,,,,,1'790'000,,,4.5,,158,,Villa,
1020 Renens VD,À convenir,True,,1976,,,,Non disponible,,,True,True,1'740'000,,,5.5,,160,,Maison,
1095 Lutry,À convenir,,,1966,,,,3. étage,,,,,1'300'000,,,5,,Non disponible,,Appartement,
1022 Chavannes-près-Renens,À convenir,True,,Non disponible,,,,Non disponible,,,True,,610'000,,,2,,64,,Appartement,
1022 Chavannes-près-Renens,À convenir,True,,Non disponible,,,,Non disponible,,,True,,820'000,,,3,,87,,Appartement,
1022 Chavannes-près-Renens,À convenir,True,,Non disponible,,,,Non disponible,,,True,,1'090'000,,,4,,116,,Appartement,
1008 Prilly,À convenir,True,,Non disponible,,,,Non disponible,,,True,,1'250'000,,,4.5,,Non disponible,,Appartement,
1030 Bussigny,À convenir,,,Non disponible,,,,Non disponible,,,,,140'000,,,Non disponible,,Non disponible,,Local commercial,
1091 Chenaux,À convenir,True,,1964,,,,Non disponible,,,True,True,4'950'000,,500,9,,242,,Maison,
1012 Lausanne,À convenir,True,,Non disponible,,,,Non disponible,,,True,True,1'385'000,,,Non disponible,,Non disponible,,Autre,
1007 Lausanne,Immédiate,True,,1970,,,True,Non disponible,,,,,sur demande,,,4.5,,Non disponible,,Appartement,
1018 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,125'000,,,Non disponible,,Non disponible,,Local commercial,
1053 Cugy VD,À convenir,,,1989,,,True,Non disponible,,,True,,219'000,,,1,,45,,Local commercial,
Chemin des Esserts 31 1000 Lausanne,À convenir,,,2013,,,,Non disponible,,,True,,1'490'000,,,4.5,,139,,Appartement,
1092 Belmont-sur-Lausanne,Immédiate,,,1992,,,,Non disponible,,,,True,795'000,,,4.5,,92,,Appartement,
1008 Prilly,À convenir,True,,Non disponible,,,True,EG,,,,True,1'360'000,,,4.5,,117,,Appartement,
1008 Prilly,À convenir,True,,Non disponible,,,True,EG,,,,True,1'360'000,,,4.5,,100,,Appartement,
1092 Belmont-sur-Lausanne,À convenir,True,,1954,,,,Non disponible,,,,True,1'290'000,,,6,,120,,Maison,
1009 Pully,À convenir,True,,2009,,,True,Non disponible,,,True,True,2'820'000,,,5,,211,,Attique,
1092 Belmont-sur-Lausanne,À convenir,,,1954,,,,Non disponible,,,True,,1'290'000,,,6,,Non disponible,,Maison,
A Grandvaux 1091 Grandvaux,À convenir,,,1705,,,,Non disponible,,,True,True,7'900'000,,,23,,1'000,,Maison,
1090 La Croix (Lutry),À convenir,,,1925,,,,Non disponible,,,True,True,sur demande,,,11,,414,True,Villa,
1012 Lausanne,À convenir,,,2003,,,,Non disponible,,,True,,4'150'000,,,8.5,,376,,Villa,
Lausanne 1005 Lausanne,À convenir,,,1900,,,,EG,,,,,720'000,,,3,,Non disponible,,Local commercial,
1091 Grandvaux,À convenir,True,1157,2012,,,True,1. étage,,,,,2'590'000,310,,5.5,,205,,Appartement,
Quartier Sous-gare 1006 Lausanne,À convenir,,,1912,,,,5. étage,,,,,2'000'000,,,4.5,,106,,Appartement,
1092 Belmont-sur-Lausanne,À convenir,,,1962,,,,Non disponible,,,True,,3'550'000,,,7,,300,,Maison,
1020 Renens VD,À convenir,,,Non disponible,,,,Non disponible,,,,,1'650'000,,,6.5,,172,,Duplex,
Chemin du Village 18 1032 Romanel-sur-Lausanne,01.05.2023,True,,2023,,,,2. étage,,,True,True,1'880'000,,,6.5,,210,,Maison,
1006 Lausanne,À convenir,,,1901,,,True,Non disponible,,,,,24'000'000,,,14.5,,750,,Maison,
1009 Pully,À convenir,,,Non disponible,,,,EG,,,True,,150'000,,,Non disponible,,Non disponible,,Local commercial,
1009 Pully,À convenir,,,2013,,,,4. étage,,,,True,4'650'000,,,5.5,,191,True,Attique,
1023 Crissier,29.11.2022,,,Non disponible,,,,Non disponible,,,,,500'000,,,Non disponible,,Non disponible,,Local commercial,
1006 Lausanne,À convenir,,,1901,,,True,Non disponible,,,,,sur demande,,,15,,900,,Maison,
1009 Pully,À convenir,,,Non disponible,,,,Non disponible,,,,True,1'990'000,,,4.5,,106,,Appartement,
1006 Lausanne,À convenir,,,1901,,,True,Non disponible,,,,,sur demande,,,15,,Non disponible,,Autre,
1009 Pully,À convenir,True,82,1984,,,True,3. étage,,,,,3'690'000,241,,6.5,,226,,Attique,
1000 Lausanne,À convenir,True,500,Non disponible,,,,Non disponible,,1600,True,True,750'000,1600,600,6,,160,,Maison,
1018 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,130'000,,,Non disponible,,Non disponible,,Local commercial,
1020 Renens VD,À convenir,,,Non disponible,,,,Non disponible,,,,,115'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,À convenir,True,,2023,,,True,1. étage,,,True,,487'000,,,3.5,,83,,Appartement,
1000 Lausanne,À convenir,True,,2023,,,True,1. étage,,,True,,599'000,,,4.5,,95,,Appartement,
1000 Lausanne,À convenir,True,,2023,,,True,3. étage,,,True,,492'000,,,2.5,,82,,Appartement,
1000 Lausanne,À convenir,True,,2023,,,True,3. étage,,,True,,1'000'000,,,5.5,,168,,Appartement,
1026 Echandens-Denges,À convenir,,,Non disponible,,,,Non disponible,,,,,2'090'000,,,6.5,,188,,Maison jumelée,
Chemin Grand'Vignes 13 1030 Bussigny,À convenir,True,,1976,,,,Non disponible,,,True,,1'850'000,,,5,,145,True,Maison en terrasse,
1012 LAUSANNE,À convenir,True,,Non disponible,,,,Non disponible,,,,,2'110'000,,,4.5,,135,,Appartement,
1012 LAUSANNE,À convenir,True,,Non disponible,,,,EG,,,,,2'250'000,,,4.5,,128,,Appartement,
1012 LAUSANNE,À convenir,True,,Non disponible,,,,Non disponible,,,,,2'310'000,,,4.5,,131,,Appartement,
1027 Lonay,À convenir,True,,2017,,,,Non disponible,,,,,865'000,,,3.5,,81,,Appartement,
1030 Bussigny-près-Lausanne,30.05.2022,,,1976,,,,Non disponible,,,True,,1'850'000,,,5,,145,,Villa,
1010 Lausanne,01.04.2023,,,2022,,,,1. étage,,,,True,1'275'000,,,3,,90,,Appartement,
1009 Pully,01.10.2022,True,,1964,,,,1. étage,,,,True,1'150'000,,,4.5,,93,,Appartement,
1036 Sullens,À convenir,True,,Non disponible,,,,Non disponible,,,,True,2'500'000,,,6,,268,,Maison jumelée,
1092 Belmont-sur-Lausanne,Immédiate,True,650,1960,,,,Non disponible,2,1200,,True,3'550'000,400,4,7,4700,Non disponible,,Maison,
Epalinges 1066 Epalinges,À convenir,True,1537,1988,,,True,EG,2332,848,True,True,1'690'000,655,226,5.5,1907,177,,Appartement,
1012 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,True,,6'900'000,,,10.5,,350,,Maison,
1012 Lausanne,À convenir,,,2015,,,,Non disponible,,,True,,12'500'000,,,11.5,,Non disponible,,Maison,
1012 Lausanne,À convenir,,,1968,,,True,Non disponible,,,,,2'990'000,,,9,,300,,Duplex,
1095 Lutry,Immédiate,,300,2013,,,,Non disponible,,,,,sur demande,500,,8.5,,500,,Maison,
1009 Pully,À convenir,True,,1940,,,,Non disponible,,,,True,sur demande,,,10,,420,True,Villa,
Chemin du belvédère 1030 Bussigny,01.05.2024,True,,Non disponible,,,True,EG,,,True,,878'000,,,3.5,,98,True,Appartement,
1008 Prilly,À convenir,True,,Non disponible,,,True,EG,,,,True,660'000,,,2.5,,74,,Appartement,
1008 Prilly,À convenir,True,,Non disponible,,,True,EG,,,,True,660'000,,,2.5,,53,,Appartement,
1095 Lutry,À convenir,,,Non disponible,,,,1. étage,,,,True,sur demande,,,1,,Non disponible,,Local commercial,
1008 Jouxtens,À convenir,,,1790,,,,Non disponible,,,,,sur demande,,,15,,1'000,,Maison,
1095 Lutry,À convenir,True,,2013,,,,Non disponible,,,,True,sur demande,,,11,,610,,Maison,
A Lonay 1027 Lonay,À convenir,,,2017,,,True,EG,,,True,,550'000,,,2.5,,53,,Appartement,
1095 Lutry,À convenir,,,Non disponible,,,,1. étage,,,,True,sur demande,,,1,,Non disponible,,Local commercial,
Chemin des Vernes 2 1032 Romanel-sur-Lausanne,À convenir,True,275,2000,,,,1. étage,,,,True,960'000,,,4.5,,109,,Appartement,
Lonay 1027 Lonay,À convenir,,,2017,,,True,EG,,,True,,550'000,,,2.5,,53,,Appartement,
1008 Jouxtens,À convenir,,,Non disponible,,,,Non disponible,,,,,3'800'000,,,Non disponible,,Non disponible,,Maison,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,11'600'000,,,Non disponible,,Non disponible,,Immeuble,
Route de Buyère 7 1030 Bussigny,À convenir,,,Non disponible,,,,Non disponible,,,,,6'000'000,,,Non disponible,,Non disponible,,Immeuble,
1009 Pully,À convenir,True,,2015,,,True,EG,,,,True,2'610'000,,,4.5,,144,,Appartement,
Chemin de Grésy 10 1012 Lausanne,À convenir,True,,Non disponible,,,,EG,,,,True,1'450'000,,,4.5,,99,,Appartement,
Chemin de Grésy 10 1012 Lausanne,À convenir,True,,Non disponible,,,,EG,,,,True,1'560'000,,,4.5,,108,,Appartement,
Chemin de Grésy 10 1012 Lausanne,À convenir,True,,Non disponible,,,,1. étage,,,,True,860'000,,,2.5,,61,,Appartement,
Chemin de Grésy 10 1012 Lausanne,À convenir,True,,Non disponible,,,,EG,,,,True,1'150'000,,,3.5,,73,,Appartement,
Chemin de Grésy 10 1012 Lausanne,À convenir,True,,Non disponible,,,,1. étage,,,,True,1'170'000,,,3.5,,72,,Appartement,
Chemin de Grésy 10 1012 Lausanne,À convenir,True,,Non disponible,,,,1. étage,,,,True,1'670'000,,,4.5,,120,,Duplex,
1003 Lausanne,À convenir,,,Non disponible,,,,EG,,,,,169'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,145'000,,,Non disponible,,Non disponible,,Local commercial,
chemin Isabelle de Montolieu 25 1010 Lausanne,À convenir,True,,2022,,,True,1. étage,,,True,True,1'200'000,,,3.5,,101,True,Appartement,
1012 Lausanne,À convenir,,,Non disponible,,,True,Non disponible,,,,,2'250'000,,,4.5,,102,,Attique,
1018 Lausanne,31.03.2023,True,,2021,,,,EG,,,,,790'000,,,Non disponible,,Non disponible,,Local commercial,
1052 Le Mont-sur-Lausanne,À convenir,,1042,2004,,,,Non disponible,,,,True,3'950'000,121,,15,,423,,Maison,
1004 Lausanne,Immédiate,True,,Non disponible,,,,EG,800,,,,115'000,50,,4,,Non disponible,,Local commercial,
1055 Froideville,01.04.2023,True,,2010,,,,Non disponible,,,True,True,640'000,,,3.5,,76,,Appartement,
1095 Lutry,À convenir,,,2011,,,,3. étage,,,,,3'850'000,,,4.5,,158,,Appartement,
1031 Mex,À convenir,,,1863,,,,1. étage,,,,,1'050'000,,,5.5,,135,,Appartement,
1023 Crissier,À convenir,,,Non disponible,,,,Non disponible,,,True,True,1'595'000,,,5.5,,180,,Maison jumelée,
1012 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,295'000,,,Non disponible,,Non disponible,,Local commercial,
1095 Lutry,À convenir,True,,Non disponible,,,True,EG,,,,True,1'680'000,,500,4.5,,142,True,Appartement,
1052 Le Mont-sur-Lausanne,À convenir,,,2004,,,,Non disponible,,,,,3'950'000,,,8,,423,,Maison,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,180'000,,,Non disponible,,Non disponible,,Local commercial,
1053 Cugy VD,À convenir,,,1989,,,True,Non disponible,,,True,,559'000,,,Non disponible,,121,,Local commercial,
1020 Renens VD,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Immeuble,
1003 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Immeuble,
Chemin des Peupliers 8 1028 Préverenges,À convenir,,,1956,,,,Non disponible,,,,,1'995'000,,,10,,210,,Maison,
1052 Le Mont-sur-Lausanne,À convenir,True,600,2007,,,,Non disponible,,,,True,1'890'000,750,,4.5,,158,,Maison,
1007 Lausanne,À convenir,True,263,1980,,,True,1. étage,,,,,2'950'000,225,,6.5,,207,,Appartement,
1004 Lausanne,À convenir,True,,2006,,,True,2. étage,,,True,,1'050'000,,,4.5,,103,,Appartement,
1066 Epalinges,À convenir,True,500,1975,,,,Non disponible,2000,600,True,True,3'600'000,600,450,8.5,1000,275,,Maison,
1026 Echandens,À convenir,True,,1980,True,True,,Non disponible,,,True,,1'850'000,,,4.5,,Non disponible,,Autre,True
Rue Saint-Germain 1030 Bussigny,À convenir,True,,2009,,,,EG,,,True,,1'750'000,,,5.5,,202,,Appartement,
1020 Renens VD,À convenir,,,1900,,,True,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Autre,
Chemin de l'Avenir 23/25 1020 Renens VD,À convenir,True,,1900,,,,Non disponible,,,,,sur demande,,,Non disponible,,660,,Local commercial,
1006 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,80'000,,,1,,Non disponible,,Local commercial,
1000 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,3'330'000,,,8.5,,273,True,Maison,
1006 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,180'000,,,Non disponible,,Non disponible,,Local commercial,
5a avenue de la Vignette 1522 Lucens 1000 Lausanne,01.11.2022,True,150,2022,,,True,EG,,350,True,True,661'000,350,350,4.5,5500,Non disponible,True,Appartement avec terrasse,
1052 Le Mont-sur-Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,20'000,,,Non disponible,,Non disponible,,Local commercial,
1020 Renens VD,À convenir,,,Non disponible,,,,Non disponible,,,,,220'000,,,Non disponible,,Non disponible,,Local commercial,
Pully 1009 Pully,29.09.2023,,270,Non disponible,,,True,EG,,,True,,2'440'000,,,6.5,,147,,Appartement,
1092 Belmont-sur-Lausanne,À convenir,,,2001,,,True,Non disponible,,,,True,1'290'000,,,5.5,,169,,Appartement,
Chemin du Château 1023 Crissier,À convenir,True,,Non disponible,,,True,1. étage,,,True,,835'000,,,3.5,,77,,Appartement,
Chemin du Château 1023 Crissier,À convenir,True,,Non disponible,,,True,Non disponible,,,True,,980'000,,,3.5,,96,,Appartement,
1023 Crissier,À convenir,True,,Non disponible,,,True,Non disponible,,,True,,sur demande,,,Non disponible,,Non disponible,,Autre,
1018 Lausanne,Immédiate,,,2015,,,True,4. étage,,,,True,1'640'000,,,4.5,,134,,Appartement avec terrasse,
1000 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,3'500'000,,,Non disponible,,Non disponible,,Immeuble,
1009 Pully,À convenir,,753,1982,,,True,EG,3124,,True,True,3'400'000,148,,5.5,,Non disponible,,Appartement,
1030 Bussigny,À convenir,,,1919,,,,Non disponible,,,,,sur demande,,,Non disponible,,280,,Immeuble,
1003 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,400'000,,,1.5,,23,,Studio,
1091 Grandvaux,À convenir,,,2023,,,,Non disponible,,,True,,4'400'000,,,6.5,,197,,Villa,
1095 Lutry,À convenir,,,2011,,,,2. étage,,,True,,3'850'000,,,4.5,,205,,Appartement,
Rte du Pavement 48 1018 Lausanne,À convenir,,,Non disponible,,,True,Non disponible,,,,,730'000,,,2.5,,Non disponible,,Appartement,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,390'000,,,Non disponible,,Non disponible,,Local commercial,
1010 Lausanne,À convenir,,,2017,,,,EG,,,True,,155'000,,,2,,Non disponible,,Local commercial,
1091 Chenaux,À convenir,True,,1964,,,,Non disponible,,,True,True,4'950'000,,,9,,Non disponible,,Maison,
1009 Pully,Immédiate,True,250,1986,,,,2. étage,,,True,True,1'110'000,,,3.5,,78,,Appartement,
Bremblens 1121 Bremblens,À convenir,,,1960,,,,Non disponible,,,True,,2'095'000,,,11,,389,,Villa,
1000 lausanne 1000 Lausanne,À convenir,True,,1920,,,,Non disponible,,,,True,750'000,,,6.5,,160,,Maison,
1095 Lutry,À convenir,,,2009,,,,Non disponible,,,,True,2'520'000,,,5.5,,145,,Appartement,
1026 Echandens,À convenir,True,,1985,,,,Non disponible,,,True,True,935'000,,,4.5,,107,,Attique,
1009 Pully,À convenir,,,2012,,,,2. étage,,,,,sur demande,,,5.5,,Non disponible,,Appartement,
1023 Crissier,À convenir,,,2021,,,,Non disponible,,,True,,1'490'000,,,5.5,,146,,Maison mitoyenne,
1020 Renens VD,À convenir,,,Non disponible,,,True,Non disponible,,,,,sur demande,,,Non disponible,,300,,Local commercial,
1009 Pully,À convenir,,,Non disponible,,,,EG,,,True,,1'154'000,,,Non disponible,,455,,Local de bricolage,
1066 Port Victoria,À convenir,,,Non disponible,,,,Non disponible,,,True,,894'737,,,5.5,,197,,Maison,
Route de Berne 223 1066 Epalinges,01.09.2023,True,200,2023,,,True,EG,500,,True,,790'000,500,100,3.5,,80,,Appartement,
1009 Pully,À convenir,,,1973,,,,1. étage,,,True,True,1'170'000,,,2.5,,71,,Appartement,
1008 Prilly,À convenir,,,Non disponible,,,,Non disponible,,,,,115'000,,,Non disponible,,Non disponible,,Local commercial,
1052 Le Mont-sur-Lausanne,À convenir,,,2007,,,,Non disponible,,,,True,1'890'000,,,4.5,,Non disponible,,Maison,
1093 La Conversion,À convenir,True,,2009,,,True,1. étage,,,,True,2'250'000,,,4,,163,,Appartement,
1027 Lonay,Immédiate,,,2020,,,,EG,,,,True,440'000,,,1,,37,,Appartement,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,210'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,205'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,Immédiate,,,Non disponible,,,,EG,,,,,199'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,Immédiate,,,Non disponible,,,,EG,,,,,400'000,,,Non disponible,,Non disponible,,Local commercial,
1094 Paudex,À convenir,,,2020,,,,EG,,,,,sur demande,,,4.5,,Non disponible,,Appartement,
