address,available_from,balcony,closest_shop,contruction_year,dishwasher,dryer,elevator,floors,highway,kindergarten,parking_ext,parking_int,price,prim_school,public_transp,rooms,secon_school,sq_meters,tv,type,wash_m
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Dolderstrasse 10 8032 Zürich,À convenir,,,1863,,,True,EG,,,,True,2'300,,,2.5,,62,True,Attique,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hofstrasse 74 8032 Zürich,02.01.2023,True,,1909,,,,1. piano,,,,,9'900,,,6.5,,203,,Appartamento duplex,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Bergstrasse 16 8044 Zürich,nach Vereinbarung,,,nicht verfügbar,,,,EG,,,,,1'200,,,1,,26,,Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Freiestrasse 150 8032 Zürich,Data da convenire,True,,non disponibile,,,,1. piano,,,,,2'350,,,1.5,,55,,Appartamento duplex,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hinterbergstrasse 8044 Zürich,01.07.2022,True,,1824,,,,1. étage,,,,True,5'950,,,4.5,,190,,Attique,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8044 Zürich ZH,nach Vereinbarung,,,nicht verfügbar,,,,nicht verfügbar,,,,,1'200,,,1.5,,nicht verfügbar,,Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Flobotstrasse 2 8044 Zürich,Immediata,True,,1933,,,,EG,,,,,8'930,,,5.5,,183,,Appartamento,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Gloriastr. 88 8044 Zürich,01.06.2022,,,1842,,,,3. Stock,,,,,2'750,,,3,,85,,Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Spirackerstrasse 22 8044 Gockhausen,16.07.2022,True,2000,1997,,,,2. étage,2000,200,,True,2'605,200,50,4.5,2000,132,True,Appartement mansardé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hochstrasse 63 8044 Zürich,01.08.2022,True,,non disponibile,,,,1. piano,,,,,9'825,,,5.5,,196,,Appartamento,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Heuelsteig 3&amp;7 8032 Zürich,16.07.2022,,,nicht verfügbar,,,,nicht verfügbar,,,,,3'610,,,3.5,,80,,Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Dolderstrasse 10 8032 Zürich,Data da convenire,,,1863,,,,EG,,,,,2'300,,,2.5,,62,,Attico,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Ackermannstr. 4 8044 Zürich,nach Vereinbarung,,,nicht verfügbar,,,,1. Stock,,,,,2'420,,,3,,nicht verfügbar,,Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Ackermannstr. 4 8044 Zürich,nach Vereinbarung,,,nicht verfügbar,,,,EG,,,,,2'397,,,3,,nicht verfügbar,,Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Sonnhaldenstrasse 2 8032 Zürich,01.07.2022,True,,not available,,,,3. floor,,,,,1800,,,2,,45,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8044 Zürich ZH,By arrangement,,,not available,,,,not available,,,,,2300,,,2.5,,not available,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8044 Zürich ZH,By arrangement,,,not available,,,,not available,,,,,1680,,,2,,not available,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hottingerstrasse 35 8032 Zürich,nach Vereinbarung,,,nicht verfügbar,,,,nicht verfügbar,,,,,5'750,,,5.5,,148,,Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Dolderstrasse 38 8032 Zürich,01.08.2022,True,,1951,,,,1. floor,,,,,2040,,,2,,65,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Flobotstrasse 2 8044 Zürich,sofort,,,1933,,,,EG,,,,,8'930,,,5.5,,183,,Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hegibachstrasse 8032 Zürich,01.07.2022,,,Non disponible,,,,1. étage,,,,,1'050,,,1,,15,,Chambre individuelle,True
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Witikonerstrasse 15 8032 Zürich,01.08.2022,True,,not available,,,,5. floor,,,,,3097,,,2.5,,64,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hofstrasse 74 8032 Zürich,02.01.2023,,,1909,,,,1. Stock,,,,,9'900,,,6.5,,203,,Maisonette,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Herzogstrasse 12 8044 Zürich,À convenir,,,Non disponible,,,,1. étage,,,,,1'025,,,1,,25,True,Chambre individuelle,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Freiestrasse 150 8032 Zürich,nach Vereinbarung,,,nicht verfügbar,,,,1. Stock,,,,,2'350,,,1.5,,55,True,Maisonette,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hofstrasse 62a 8032 Zürich,01.08.2022,,,not available,,,,1. floor,,,,,1800,,,1.5,,54,True,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Herzogstrasse 12 8044 Zürich,Data da convenire,,,non disponibile,,,,1. piano,,,,,1'025,,,1,,25,True,Camera singola,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Tobelhofstrasse 326 8044 Gockhausen,Immédiate,True,,Non disponible,,,,Non disponible,,,True,,1'425,,,2,,33,True,Maison,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Dolderstrasse 10 8032 Zürich,nach Vereinbarung,,,1863,,,,EG,,,,,2'300,,,2.5,,62,True,Attika,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Bergstrasse 16 8044 Zürich,By arrangement,True,,not available,,,,EG,,,,,1200,,,1,,26,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Meisenrain 8044 Gockhausen,01.10.2022,True,,Non disponible,,,,Non disponible,,,True,True,6'100,,,5.5,,205,,Maison mitoyenne,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Gockhausen 8044 Gockhausen,Data da convenire,,,non disponibile,,,,non disponibile,,,,,1'495,,,non disponibile,,non disponibile,,Camera singola,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hochstrasse 63 8044 Zürich,01.08.2022,,,nicht verfügbar,,,,1. Stock,,,,,9'825,,,5.5,,196,True,Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Forchstrasse 247 8032 Zürich,By arrangement,True,,not available,,,,2. floor,,,,,1265,,,1,,30,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Obere Geerenstrasse 76 8044 Gockhausen,01.06.2022,,,Non disponible,,,,Non disponible,,,True,True,3'940,,,4.5,,Non disponible,,Maison,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Tobelhofstrasse 326 8044 Gockhausen,Data da convenire,,,non disponibile,,,,non disponibile,,,,,1'495,,,non disponibile,,non disponibile,,Camera singola,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hottingerstrasse 35 8032 Zürich,By arrangement,,,not available,,,,not available,,,,,5750,,,5.5,,148,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}ForchstraÃŸe 8032 Z,01.11.2022,,,Non disponible,,,,2. étage,,,,,2'856,,,1,,37,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Dolderstrasse 10 8032 Zürich,By arrangement,,,1863,,,,EG,,,,,2300,,,2.5,,62,True,Attic apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Herzogstrasse 12 8044 Zürich,nach Vereinbarung,,,nicht verfügbar,,,,1. Stock,,,,,1'025,,,1,,25,True,Einzelzimmer,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8032 Zürich,01.08.2022,True,,Non disponible,,,,3. étage,,,,,5'000,,2,3.5,,90,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Tobelhofstrasse 326 8044 Gockhausen,Immediata,True,,non disponibile,,,,non disponibile,,,,,1'750,,,1.5,,15,,Casa,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Flobotstrasse 2 8044 Zürich,Immediately,True,,1933,,,,EG,,,,,8930,,,5.5,,183,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Kurhausstrasse 20 8032 Zürich,07.06.2022,True,,Non disponible,,,True,2. étage,,,True,,990,,,2,,56,,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Tobelhofstrasse 326 8044 Gockhausen,Immediata,True,,non disponibile,,,,non disponibile,,,,,1'425,,,2,,33,,Casa,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Gockhausen 8044 Gockhausen,nach Vereinbarung,,,nicht verfügbar,,,,nicht verfügbar,,,,,1'495,,,nicht verfügbar,,nicht verfügbar,,Einzelzimmer,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Neptunstrasse 8032 Zürich ZH,01.07.2022,,,Non disponible,,,,3. étage,,,,,1'390,,,1.5,,25,,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hochstrasse 63 8044 Zürich,01.08.2022,True,,not available,,,,1. floor,,,,,9825,,,5.5,,196,True,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Tobelhofstrasse 326 8044 Gockhausen,nach Vereinbarung,,,nicht verfügbar,,,,nicht verfügbar,,,,,1'495,,,nicht verfügbar,,nicht verfügbar,,Einzelzimmer,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Meisenrain 8044 Gockhausen,01.10.2022,True,,non disponibile,,,,non disponibile,,,,,6'100,,,5.5,,205,,Casa a schiera,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hottingerstrasse 14a 8032 Zürich,By arrangement,True,,1977,,,,1. floor,,,,,1501,,,1.5,,not available,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Obere Geerenstrasse 76 8044 Gockhausen,01.06.2022,,,non disponibile,,,,non disponibile,,,,,3'940,,,4.5,,non disponibile,,Casa,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8044 Zürich ZH,By arrangement,,,not available,,,,not available,,,,,1200,,,1.5,,not available,,Apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}ForchstraÃŸe 8032 Z,01.01.2023,,,nicht verfügbar,,,,2. Stock,,,,,3'024,,,4,,66,True,Möblierte Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}ForchstraÃŸe 8032 Z,01.01.2023,,,non disponibile,,,,2. piano,,,,,3'024,,,4,,66,,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hofstrasse 16 8032 Zürich,À convenir,,,Non disponible,,,,1. étage,,,,,680,,,1,,19,True,Colocation,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hinterbergstrasse 13 8044 Zürich,Immédiate,,,Non disponible,,,,Non disponible,,,,,650,,,1,,17,,Colocation,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Herzogstrasse 12 8044 Zürich,By arrangement,,,not available,,,,1. floor,,,,,1025,,,1,,25,True,Single room,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Bergstrasse  140 8032 Zürich,À convenir,,,Non disponible,,,,2. étage,,,,,1'600,,,3.5,,110,,Colocation,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Tobelhofstrasse 326 8044 Gockhausen,Immediately,True,,not available,,,,not available,,,,,1750,,,1.5,,15,True,Single-family house,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hochstrasse 108 8044 Zürich,01.07.2022,,,Non disponible,,,,Non disponible,,,,,450,,,6,,15,,Colocation,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}ForchstraÃŸe 8032 Z,01.01.2023,,,not available,,,,2. floor,,,,,3024,,,4,,66,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Kraftstrasse 33 8044 Zürich,À convenir,True,,Non disponible,,,True,1. étage,,,,,5'400,,,3,,95,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}ForchstraÃŸe 8032 Z,01.11.2022,,,not available,,,,2. floor,,,,,2856,,,1,,37,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Kraftstrasse 33 8044 Zürich,À convenir,True,,Non disponible,,,True,3. étage,,,,,8'000,,,Non disponible,,134,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Susenbergstrasse 24 8044 Zürich,Immediately,,,not available,,,,1. floor,,,,,700,,,1,,19,True,Shared apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Zeltweg 8032 Zürich,À convenir,True,,Non disponible,,,True,2. étage,,,,,4'890,,,3.5,,75,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hofstrasse 16 8032 Zürich,By arrangement,,,not available,,,,1. floor,,,,,680,,,1,,19,True,Shared apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Forchstrasse 163 8032 Zürich,À convenir,True,,Non disponible,,,True,Non disponible,,,,True,2'700,,,2,,45,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hinterbergstrasse 13 8044 Zürich,Immediately,,,not available,,,,not available,,,,,650,,,1,,17,,Shared apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Forchstrasse 163 8032 Zürich,À convenir,True,,Non disponible,,,True,Non disponible,,,,True,2'160,,,1,,32,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Bergstrasse  140 8032 Zürich,By arrangement,,,not available,,,,2. floor,,,,,1600,,,3.5,,110,,Shared apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,À convenir,True,,Non disponible,,,,Non disponible,,,,,1'950,,,1,,20,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hochstrasse 108 8044 Zürich,01.07.2022,,,not available,,,,not available,,,,,450,,,6,,15,,Shared apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8032 Zürich,01.08.2022,True,,not available,,,,3. floor,,,,,5000,,,3.5,,90,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,À convenir,,,Non disponible,,,,3. étage,,,,,1'590,,,1,,15,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,À convenir,True,,Non disponible,,,,3. étage,,,,,2'200,,,2.5,,40,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Kurhausstrasse 20 8032 Zürich,07.06.2022,True,,not available,,,,2. floor,,,,,990,,,2,,56,,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Neptunstrasse 8032 Zürich ZH,01.07.2022,,,not available,,,,3. floor,,,,,1390,,,1.5,,25,,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}ForchstraÃŸe 8032 Z,01.11.2022,,,non disponibile,,,,2. piano,,,,,2'856,,,1,,37,,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8044 Zürich,15.09.2022,True,,Non disponible,,,,Non disponible,,,,,3'480,,,4,,100,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstr. 11 8032 Zürich,16.07.2022,True,,1879,,,True,2. étage,,,True,,3'975,,,3.5,,90,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8032 Zürich,01.08.2022,True,,non disponibile,,,,3. piano,,,,,5'000,,,3.5,,90,True,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Kurhausstrasse 20 8032 Zürich,07.06.2022,True,,non disponibile,,,,2. piano,,,,,990,,,2,,56,,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Tobelhofstrasse 326 8044 Gockhausen,Immediately,True,,not available,,,,not available,,,,,1425,,,2,,33,True,Single-family house,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstr. 11 8032 Zürich,À convenir,True,,1879,,,True,5. étage,,,True,,2'250,,,1.5,,40,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Meisenrain 8044 Gockhausen,01.10.2022,True,,not available,,,,not available,,,,,6100,,,5.5,,205,,Terraced/row house,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Neptunstrasse 57 8032 Zürich,07.07.2022,,700,1950,,,,2. étage,1800,120,,,4'100,450,70,2.5,600,59,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Neptunstrasse 8032 Zürich ZH,01.07.2022,,,non disponibile,,,,3. piano,,,,,1'390,,,1.5,,25,,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Obere Geerenstrasse 76 8044 Gockhausen,01.06.2022,,,not available,,,,not available,,,,,3940,,,4.5,,not available,,Single-family house,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8032 Zürich,01.07.2022,True,,Non disponible,,,,Non disponible,,,,,2'875,,1,2.5,,84,,Appartement meublé,
Restelbergstrasse 28 8044 Zürich,À convenir,True,,2020,,,,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hofackerstrasse 8032 Z,08.09.2022,,,Non disponible,,,,1. étage,,,,,4'990,,,4,,78,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Gockhausen 8044 Gockhausen,By arrangement,,,not available,,,,not available,,,,,1495,,,not available,,not available,,Single room,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Neptunstrasse 57 8032 Zürich,Immédiate,,700,1950,,,,3. étage,1800,120,,,3'840,450,70,2.5,600,59,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,Data da convenire,,,non disponibile,,,,3. piano,,,,,1'590,,,1,,15,,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Tobelhofstrasse 326 8044 Gockhausen,By arrangement,,,not available,,,,not available,,,,,1495,,,not available,,not available,,Single room,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Konkordiastrasse 22 8032 Zürich,À convenir,True,,1898,,,,Non disponible,,,,,1'900,,,1.5,,26,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8044 Zürich,15.09.2022,True,,non disponibile,,,,non disponibile,,,,,3'480,,,4,,100,True,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8044 Zürich,15.09.2022,True,,not available,,,,not available,,,,,3480,,,4,,100,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstr. 11 8032 Zürich,16.07.2022,True,,1879,,,,2. piano,,,,,3'975,,,3.5,,90,True,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,À convenir,,,Non disponible,,,,Non disponible,,,,,1'690,,,1,,22,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstr. 11 8032 Zürich,16.07.2022,True,,1879,,,,2. floor,,,,,3975,,,3.5,,90,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstr. 11 8032 Zürich,Data da convenire,True,,1879,,,,5. piano,,,,,2'250,,,1.5,,40,True,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstr. 11 8032 Zürich,By arrangement,True,,1879,,,,5. floor,,,,,2250,,,1.5,,40,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Neptunstrasse 57 8032 Zürich,07.07.2022,,,1950,,,,2. piano,,,,,4'100,,,2.5,,59,True,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Neptunstrasse 57 8032 Zürich,07.07.2022,,,1950,,,,2. floor,,,,,4100,,,2.5,,59,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Forchstrasse 163 8032 Zürich,Data da convenire,True,,non disponibile,,,,non disponibile,,,,,2'700,,,2,,45,True,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8032 Zürich,01.07.2022,True,,not available,,,,not available,,,,,2875,,,2.5,,84,,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}ForchstraÃŸe 8032 Z,01.11.2022,,,nicht verfügbar,,,,2. Stock,,,,,2'856,,,1,,37,True,Möblierte Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Forchstrasse 163 8032 Zürich,Data da convenire,True,,non disponibile,,,,non disponibile,,,,,2'160,,,1,,32,True,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8032 Zürich,01.08.2022,True,,nicht verfügbar,,,,3. Stock,,,,,5'000,,,3.5,,90,True,Möblierte Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,Data da convenire,True,,non disponibile,,,,non disponibile,,,,,1'950,,,1,,20,,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,By arrangement,,,not available,,,,3. floor,,,,,1590,,,1,,15,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Kurhausstrasse 20 8032 Zürich,07.06.2022,,,nicht verfügbar,,,,2. Stock,,,,,990,,,2,,56,,Möblierte Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Konkordiastrasse 22 8032 Zürich,Data da convenire,True,,1898,,,,non disponibile,,,,,1'900,,,1.5,,26,True,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,By arrangement,True,,not available,,,,3. floor,,,,,2200,,,2.5,,40,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Neptunstrasse 8032 Zürich ZH,01.07.2022,,,nicht verfügbar,,,,3. Stock,,,,,1'390,,,1.5,,25,,Möblierte Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,Data da convenire,,,non disponibile,,,,non disponibile,,,,,1'690,,,1,,22,,Appartamento ammobiliato,
Restelbergstrasse 28 8044 Zürich,By arrangement,True,,2020,,,,not available,,,,,On request,,,not available,,not available,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstr. 11 8032 Zürich,À convenir,True,,1879,,,True,4. étage,,,True,,3'975,,,3.5,,90,True,Appartement meublé,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}8032 Zürich,01.07.2022,True,,non disponibile,,,,non disponibile,,,,,2'875,,,2.5,,84,,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hofackerstrasse 8032 Z,08.09.2022,,,not available,,,,1. floor,,,,,4990,,,4,,78,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Asylstrasse 125 8032 Zürich,Data da convenire,True,,non disponibile,,,,3. piano,,,,,2'200,,,2.5,,40,,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Neptunstrasse 57 8032 Zürich,Immediately,,,1950,,,,3. floor,,,,,3840,,,2.5,,59,True,Furnished apartment,
Restelbergstrasse 28 8044 Zürich,Data da convenire,True,,2020,,,,non disponibile,,,,,Su richiesta,,,non disponibile,,non disponibile,,Appartamento ammobiliato,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Forchstrasse 163 8032 Zürich,By arrangement,True,,not available,,,,not available,,,,,2700,,,2,,45,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Forchstrasse 163 8032 Zürich,nach Vereinbarung,,,nicht verfügbar,,,,nicht verfügbar,,,,,2'700,,,2,,45,True,Möblierte Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Forchstrasse 163 8032 Zürich,By arrangement,True,,not available,,,,not available,,,,,2160,,,1,,32,True,Furnished apartment,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Forchstrasse 163 8032 Zürich,nach Vereinbarung,,,nicht verfügbar,,,,nicht verfügbar,,,,,2'160,,,1,,32,True,Möblierte Wohnung,
.css-1y5nuta{box-sizing:border-box;margin-right:0.8rem;cursor:inherit;}Hofackerstrasse 8032 Z,08.09.2022,,,non disponibile,,,,1. piano,,,,,4'990,,,4,,78,True,Appartamento ammobiliato,
